ID,QUESTION,ANSWER,Generated Answer,Precision,Recall,F1
128,What are three mechanisms humans use to produce heat?,Answers may include: • voluntary movement/physical exercise • shivering thermogenesis • non-shivering thermogenesis • increasing rate of cellular respiration (metabolism).,"Humans generate internal heat through three physiological processes: metabolic heat production, insulation, and regulation of blood flow. Metabolic heat production occurs when the body breaks down nutrients to produce energy, which generates heat as a byproduct. Insulation, such as fur or feathers, traps a layer of air next to the skin, reducing heat transfer to the environment. Regulation of blood flow involves controlling blood vessel diameter to direct heat towards the core or periphery, and shunting it away from exposed areas. These processes help maintain proper bodily functions, including regulating body temperature and supporting metabolic activities.",0.436,0.46,0.448
129,What are three mechanisms humans use to lose heat?,"Answers may include: • evaporative cooling, which occurs through sweating or perspiring • rate of cellular respiration decreases in internal organs, which decreases body temperature • covering your body with water, spraying water on your skin has the same effect as sweating • swimming will cause heat loss through conduction across the skin when you are in cool water; further cooling occurs when you are out of the water (evaporative cooling) • vasodilation is the dilation of the blood vessels in the skin; dilation means more blood is sent to the extremities; heat is lost to the environment by radiation and convection (especially if it is windy) • changing body shape to increase surface area • removing clothing will reduce the layer of insulation and allow heat to escape.","To regulate their body temperature and lose heat when needed, humans employ various physiological, behavioral, and environmental mechanisms. Physiologically, sweating is a primary mechanism to dissipate heat, where evaporation of sweat from the skin surface cools the body. Behavioral adaptations include seeking shade, wearing light-colored clothing, and engaging in activities that reduce heat gain, such as taking breaks or working during cooler hours. Environmentally, humans can use fans, air conditioning, or other cooling devices to regulate their temperature.",0.556,0.527,0.541
130,"What is the main role of insulin, and how does this hormone function?",The overall effect of insulin is to lower blood glucose levels. It does this by: • increasing conversion of glucose to fat in fat cells • increasing uptake of glucose in muscle and fat cells • increasing the conversion of glucose to the storage compound glycogen for storage in the liver.,"Insulin enables glucose uptake into cells by stimulating the liver to convert glucose into glycogen, which is then stored. Insulin also makes cells more permeable, allowing them to take up more glucose from the bloodstream. This process helps maintain normal blood sugar levels. When this process is disrupted, such as in diabetes, high blood sugar levels can occur, leading to physiological consequences like hyperglycemia and potentially severe complications if left unmanaged.",0.567,0.619,0.591
131,What are 'signalling molecules'?,Signalling molecules are chemicals involved in communication between cells within the body.,"Signalling molecules are chemical messengers that allow cells to communicate with each other through specific pathways, influencing processes such as cell growth, differentiation, and response to environmental stimuli. These molecules can be hormones, neurotransmitters, or growth factors that transmit signals between cells, triggering various cellular responses.",0.531,0.741,0.618
132,Describe the feature of a target cell that makes it receptive to a particular signalling molecule.,Target cells have receptors that are specific to a particular signalling molecule; these receptors allow recognition of the signalling molecule and the target cells responds.,"The specific molecular mechanisms or structural characteristics of a target cell that enable its receptivity to a particular signaling molecule, allowing for effective communication and downstream responses are primarily related to the presence of receptors on the surface of the target cell. These receptors are typically proteins with specific binding sites that allow them to recognize and bind to specific signaling molecules, such as hormones or growth factors. The binding of the signaling molecule to its receptor triggers a series of molecular interactions within the cell that ultimately lead to the desired biological response.",0.576,0.758,0.655
133,Which type of nervous system response protects the body,"The reflex response, which is an involuntary action to remove the body from further pain and injury","The type of nervous system response characterized by an automatic and unconscious reaction to a stimulus is called a reflex. This type of response helps protect the body from harm. For example, when you withdraw your hand from a hot stove, it's an automatic and unconscious reaction that helps prevent injury.",0.535,0.638,0.582
134,Describe how adaptations are beneficial to the survival of an individual organism and to a species.,"Those organisms that are best suited to their environment survive and reproduce, passing on their advantageous adaptations to their offspring. Adaptations help individual organisms survive and they are also critical for the survival and reproduction of populations and species. Adaptations are inherited characteristics and are the qualities that the theory of evolution by natural selection and the survival of the fittest are based on.","Adaptations enhance the chances of survival for both individual organisms and entire species by providing advantages such as increased fitness, improved competitiveness, and enhanced ability to withstand environmental challenges. These adaptations can include traits that make a population resilient to environmental changes, variety in ecosystems available globally, or even genetic diversity within traits that makes a species more resistant to new diseases.",0.55,0.568,0.559
135,How does evaporative cooling work? Give examples of evaporative cooling in animals.,"When water on skin evaporates to gas, it transfers some of body’s heat to the atmosphere, causing cooling. Examples include humans sweating, kangaroos licking their forearm fur, and elephants wallowing in mud or spraying water","The underlying principle that allows animals to cool themselves through evaporation is the process of negative feedback regulation. In this process, changes in body temperature are detected by receptors, which send signals to effectors to either increase or decrease heat loss. For example, when an animal's body temperature rises, its hypothalamus detects the change and sends a signal to sweat glands to produce sweat, which evaporates and cools the body down. Other species use similar mechanisms, such as vasodilation or muscle shivering, to regulate their body temperatures.

Concrete examples of how various species utilize this process include:

* Humans: As described in the document, humans can cool themselves by sweating, vasodilation, and decreasing metabolic rate.
* Insects: Some insects, like ants, use evaporation to regulate their body temperature. They do this by producing a thin film of water on their bodies that evaporates quickly, cooling them down.
* Reptiles: Many reptiles, such as snakes and lizards, can regulate their body temperature by basking in the sun or seeking shade.

These mechanisms are all based on the fundamental principle of negative feedback regulation, where changes in body temperature trigger responses to counteract those changes.",0.486,0.604,0.539
136,What is the liver's role in homeostasis? Outline the mechanism for this control.,"The liver minimises the greater changes in blood glucose levels that would otherwise occur after meals. The liver converts excess glucose to glycogen. If the liver is full of glycogen, the liver converts any further excess of glucose to fat, which is stored in adipose tissue. After treatment, blood returning to the heart has a relatively normal level of glucose.","The liver plays a crucial role in maintaining physiological balance and achieving homeostasis. It regulates various bodily processes by controlling the levels of nutrients, hormones, and waste products in the blood. The liver is responsible for processing nutrients from digestion, storing glucose as glycogen, and releasing glucose into the bloodstream as needed. Additionally, it helps regulate blood clotting, maintains a stable pH level, and removes toxins and waste products from the body. Through these functions, the liver contributes to maintaining overall physiological balance and regulating bodily processes to achieve homeostasis.",0.562,0.636,0.597
137,Give at least three examples of water-conserving adaptations in plants.,"Answers may include—reduced leaf area, tough cuticles, extensive root systems, strap-like leaves that may roll up during water shortages, leaves coated with fine hairs to cool the surface, water storage in tissues or stem, spines, spherical form.","Plants have evolved fascinating ways to minimize water loss and conserve this precious resource. One mechanism is through stomatal regulation, where plants control the opening and closing of their stomata under hormonal control, such as with abscisic acid when internal water levels are low. Additionally, some plants like pigface produce flowers with modified stomata that can absorb and store water, while others like cacti store excess salt away from sensitive cells to retain moisture. Some plants also have unique leaf structures, such as rolled-up leaves or flatened stems, that reduce water loss through transpiration.",0.494,0.577,0.533
138,Why are all newborn babies tested for phenylketonuria (PKU) disease?,"Early detection of PKU enables caregivers to change the diet of the newborn, which prevents damage and reduces complications from the disease.","The significance of testing all newborn babies for phenylketonuria (PKU) disease is to diagnose and treat the condition early, preventing its severe consequences. If left untreated or undiagnosed, PKU can lead to intellectual disabilities, developmental delays, social, emotional, and behavioral problems, psychiatric disorders, hyperactivity, and the risk of seizures. Early diagnosis and a strict diet that is low in protein-rich foods can prevent these complications and allow individuals with PKU to live a normal, healthy life.",0.506,0.641,0.566
139,What are oligodendrocytes?,Cells of the central nervous system that produce myelin.,"Oligodendrocytes are crucial support cells in the central nervous system that differentiate from neural stem cells. They play a vital role in myelination of axons, enabling rapid transmission of nerve impulses. Myelin sheaths, formed by oligodendrocytes, surround and insulate axons, facilitating the conduction of electrical signals. This process is essential for the proper functioning of the central nervous system, allowing for efficient communication between neurons.",0.453,0.695,0.548
140,What is myelin composed of?,Lipids and some proteins.,"The lipids and proteins that make up myelin collectively consist of a variety of molecules, primarily composed of fatty acids, glycoproteins, and phospholipids. The main components are sphingomyelins, galactocerebrosides, and proteolipids, which together form the myelin sheath around nerve fibers.",0.376,0.591,0.459
141,What does a nutritional disease result from?,"Nutritional diseases can be caused by a lack of, imbalance or sometimes over-consumption of certain nutrients","The underlying factors that contribute to a person developing a nutritional disease, such as malnutrition or nutritional deficiencies, include inadequate or excessive nutrition. This can be caused by lack of energy and protein-rich foods, lack of vitamins and minerals, eating disorders, or poor diet choices. Additionally, psychological conditions can also lead to inappropriate diets, resulting in an imbalance of nutrients that can cause malnutrition.",0.559,0.714,0.627
142,Outline the term malnutrition and discuss the difference between undernutrition and overnutrition.,"Malnutrition refers to deficiencies, excesses or imbalances in a person’s intake of energy and/or nutrients. The term malnutrition covers two broad categories: • undernutrition, which includes stunting (low height for age), wasting (low weight for height), underweight (low weight for age) and micronutrient deficiencies (including a lack of vitamins and minerals) • overnutrition, which includes obesity and diet-related non-infectious diseases.","Malnutrition refers to a lack or excess of nutrients in the diet, which can lead to impaired growth and development. Undernutrition is characterized by a lack of essential nutrients, such as energy and protein-rich foods, vitamins, and minerals, leading to impaired physical and mental health. Overnutrition, on the other hand, is caused by excessive consumption of calories and macronutrients, resulting in an imbalance of nutrients.

Undernutrition and overnutrition are two distinct concepts. Undernutrition occurs when there is a lack or inadequate intake of essential nutrients, whereas overnutrition is characterized by excess energy and nutrient intake. Both can have serious consequences for overall health and well-being.",0.656,0.633,0.644
143,List some of the major non-infectious disease risk factors associated with having a raised body mass index (BMI).,"Cardiovascular diseases, stroke, diabetes, musculoskeletal disorders (such as osteoarthritis of the joints), some cancers (including breast, ovarian, prostate, liver, kidney and colon).","Individuals with a higher than normal Body Mass Index (BMI) may be more susceptible to non-infectious diseases, such as cardiovascular disease, certain types of cancer, and osteoarthritis. Some significant risk factors include insulin resistance, inflammation, and hormonal imbalances, which can contribute to the development of these conditions. For example, excess weight can lead to high blood pressure, increased triglycerides, and altered lipid profiles, all of which are risk factors for cardiovascular disease. Similarly, obesity has been linked to an increased risk of certain types of cancer, such as breast, colon, and kidney cancer, as well as osteoarthritis, particularly in the weight-bearing joints like hips and knees.",0.515,0.683,0.587
144,Discuss if a poor diet is the only contributor to the development of coronary heart disease.,"No, although poor nutrition is a contributing factor, other lifestyle aspects can also contribute to arteriosclerosis and coronary heart disease including factors such as smoking, lack of exercise and obesity.","The primary factors that contribute to the development of coronary heart disease (CHD) are lifestyle factors, genetic predisposition, and environmental influences. Lifestyle factors such as smoking, physical inactivity, and an unhealthy diet can increase the risk of CHD. Additionally, family history and genetics also play a role in determining an individual's susceptibility to CHD. Environmental factors like air pollution and socioeconomic status can also contribute to the development of CHD.

A poor diet is one aspect among multiple others that can contribute to the development of CHD. A diet high in saturated fats, cholesterol, and sodium can increase blood pressure and blood lipid levels, leading to the formation of plaque in the coronary arteries. However, a diet rich in fruits, vegetables, whole grains, and lean proteins can help reduce the risk of CHD by improving cardiovascular health.

In conclusion, while a poor diet is one factor that can contribute to the development of CHD, it is not the sole cause. A combination of lifestyle factors, genetic predisposition, and environmental influences can all play a role in determining an individual's risk of developing CHD.",0.543,0.665,0.598
145,What is the difference between non-specific and specific immunotherapies?,"Non-specific immunotherapies act indirectly, stimulating the immune response more generally, which can improve its response against cancer cells. Specific immunotherapies target cancer cells directly, stimulating an adaptive immune response against the cancer cells.","The main distinction between non-specific immunotherapies and specific immunotherapies is that non-specific immunotherapies aim to stimulate the immune system as a whole, whereas specific immunotherapies target particular antigens or pathogens to elicit a directed immune response. Non-specific immunotherapies do not recognize specific antigens, but rather respond to any foreign object, whereas specific immunotherapies involve the recognition of marker molecules on the pathogen and the activation of a specific immune response.",0.677,0.694,0.685
146,"What is the difference between chimeric, humanised and human monoclonal antibodies?","Chimeric monoclonal antibodies have a mixture of mouse and human components, whereas humanised monoclonal antibodies are mostly human components and human monoclonal antibodies consist entirely of human components.","The primary distinction among chimeric, humanized, and fully human monoclonal antibodies lies in the degree of human immunoglobulin sequence incorporation from non-human sources such as mice or rabbits. Chimeric antibodies have a human constant region and a mouse variable region, while humanized antibodies have a human framework with mouse CDRs (Complementarity-Determining Regions). Fully human antibodies, on the other hand, are entirely composed of human sequences.",0.585,0.777,0.667
147,Bispecific antibodies are produced artificially. How are these antibodies different from those produced naturally by the immune system?,"The two antigen binding sites on naturally produced antibodies are identical and both bind to identical antigens, but the two binding sites on biospecific antibodies are different and bind to different antigens.","The primary differences between bispecific antibodies engineered artificially and those produced naturally by the immune system lie in their structure, function, and specificity. Naturally occurring antibodies are produced by B cells in response to antigens, whereas artificial bispecific antibodies are designed to recognize two distinct antigens or epitopes. Artifically engineered bispecific antibodies have a modified structure, often containing both antigen-binding sites and effector functions, which allows them to target multiple antigens simultaneously. In contrast, naturally occurring antibodies typically recognize a single antigen and trigger specific responses such as neutralization or phagocytosis.",0.529,0.669,0.591
148,Describe how a tumour cell is able to evade the host immune response.,Tumour cells evade the host’s immune system by expressing defective MHC-I molecules (so that cytotoxic T lymphocytes cannot detect that the cells are defective). They produce immunosuppressive cytokines or release enzymes that suppress T lymphocyte responses.,"Tumor cells can avoid recognition and elimination by the host's immune system through various mechanisms. One way is by altering surface molecule expression, such as downregulating major histocompatibility complex (MHC) I on infected cells, allowing them to evade cytotoxic T-cell destruction. Additionally, tumor cells can produce cytokines that suppress immune responses or activate inhibitory pathways, further hindering the immune system's ability to eliminate them.",0.638,0.689,0.662
149,"Define ""epidemiology"".",Epidemiology is the study of epidemics of infectious diseases in humans from developed countries.,"Epidemiology is the study of the distribution and factors related to health and diseases among different groups of people. It examines how various factors, such as mobility and immunity, influence the spread of diseases within populations. The study involves analyzing data on new cases (incidence) and existing cases (prevalence) to understand disease patterns and develop strategies for prevention, treatment, and control.",0.543,0.766,0.635
150,What is the difference between analytical studies in epidemiology and intervention studies?,"Analytical studies are planned investigations, which test a specific hypothesis. While intervention studies do not test a hypothesis but instead measure the effectiveness and safety of an intervention.","The primary objective of analytical studies in epidemiology is to identify patterns or associations by analyzing existing data, whereas intervention studies aim to test the effectiveness of specific interventions or treatments by manipulating variables and measuring outcomes. In epidemiology, analytical studies involve statistical analysis of data to identify trends, patterns, and relationships, which can inform public health policies and guide future research.",0.537,0.641,0.585
151,Outline the six stages of collecting data for epidemiological studies.,"1 A diagnostic phase, in which the presence of the disease is confirmed. 2 A descriptive phase, which describes the populations at risk and the distribution of the disease within a population. This may then allow a hypothesis to be formed about the likely cause of a disease. 3 An investigative phase, which involves the implementation of a series of field studies. 4 An experimental phase, in which experiments are performed under controlled conditions to test the hypotheses in more detail. 5 An analytical phase, in which the results produced are analysed. 6 A decision-making phase, in which knowledge of the epidemiology of the disease is used to explore the various options available for managing health practices.","The specific steps involved in collecting data for epidemiological studies are:

1. Identifying the research question: Determine the health-related event or disease to be studied.
2. Defining the study population: Identify the group of people to be included in the study, such as a specific age range or geographic location.
3. Collecting data: Gather relevant information from various sources, including surveys, medical records, and laboratory tests.
4. Analyzing data: Use statistical methods to examine the relationships between variables and identify patterns or trends.

These stages contribute to understanding the distribution and determinants of health-related events or diseases by:

* Identifying risk factors and potential causes
* Estimating prevalence rates and disease burdens
* Developing targeted interventions and prevention strategies
* Monitoring and evaluating the effectiveness of public health programs",0.569,0.594,0.581
152,Define the term 'public health program'.,"Public health programs are developed to improve the safety and health of communities through education, policy-making and research for disease prevention, treatment and cure.","A public health program focuses on preventing disease and promoting overall community well-being through evidence-based interventions and policies. It differs from other types of healthcare programs in that it aims to address the root causes of health issues at a population level, rather than just treating individual cases. This approach involves using surveillance, monitoring, screening, and clearance procedures, as well as public education campaigns, vaccination programs, and other strategies to promote healthy behaviors and prevent disease outbreaks. By addressing the social determinants of health, public health programs can have a significant impact on reducing health inequities and improving overall community health.",0.541,0.691,0.607
153,What is population screening?,Population screening is a test offered to individuals in target groups to test or examine for non-infectious diseases.,"Population screening is a public health strategy that aims to identify and assess the health status of a specific population, often through systematic testing or assessments. It differs from other forms of health testing or assessment that target specific groups or individuals in that it involves identifying and addressing health issues at a broader scale, often with the goal of preventing or controlling disease outbreaks within a community.",0.546,0.686,0.608
154,What is genetic engineering? Why is it an important area of research for non-infectious disease prevention?,"Genetic engineering is the ability to alter DNA. It is important in non-infectious disease prevention because there is potential for individuals to replace a defective, disease-causing gene or its protein product.","Genetic engineering, also known as genetic modification, is the process of altering or modifying organisms' DNA sequences to introduce desirable traits or characteristics. This involves the manipulation of genes and gene expression to create novel therapies and treatments for various diseases such as heart disease, diabetes, and cancer. Genetic engineering enables scientists to design genes that can combat or mitigate these diseases, making it an important area of research for non-infectious disease prevention.",0.594,0.676,0.632
155,Describe the two functions of the ear ossicles,"The three ear bones (ossicles) amplify (increase) the sound volume and transmit the vibrations from tympanic membrane to oval window, where they pass into the cochlea.","The two primary roles or functions that the three tiny bones, or ossicles, within the middle ear perform to facilitate sound conduction and hearing are amplification and transmission of vibrations. The ossicles amplify the vibrations from the eardrum through a chain-like movement, allowing for effective sound transfer to the cochlea, where it can be converted into electrical impulses and transmitted to the brain for interpretation.",0.647,0.725,0.684
156,"Compare these three technologies that could be used to assist with hearing loss: hearing aid, bone conduction implant cochlear implant","All three technologies can at least restore awareness of sound and aid with lip reading skills. The hearing aid is the simplest, least expensive and can restore nearly normal hearing by amplifying external sounds. It only works if all the functions of the ear are essentially intact, just impaired. A bone conduction implant requires surgery and does not restore normal type hearing. It would be used for a person whose inner ear still functions but not the outer or middle ear. A cochlear implant is the most radical solution used for a person who has lost function of the cochlea but still has use of the auditory nerves. It gives sound awareness but not normal style hearing and is most useful when surgically installed during early childhood.","Here's a concise answer based on the provided documents:

The key similarities between hearing aids, bone conduction implants, and cochlear implants are that they all assist with hearing loss by converting sound waves into signals that can be interpreted by the brain. They differ in their mechanisms of action and benefits.

Hearing aids amplify sound vibrations, which are then passed to the middle ear. Bone conduction implants bypass the outer and middle ears, transferring vibrations directly to the inner ear. Cochlear implants convert sound waves into electrical impulses sent to an electrode array implanted in the cochlea, stimulating nerve endings.

The benefits of bone conduction implants include their effectiveness, with a high satisfaction rate, and ability to give significantly better hearing for voice-to-voice conversations. However, they require surgery and can have complications such as local infection or chronic pain. Cochlear implants are used to treat severe to profound hearing loss with missing or damaged hair cells in the cochlea.

In terms of limitations, all three devices have their own drawbacks. Hearing aids do not restore normal hearing and cannot eliminate background noise. Bone conduction implants require surgery and can have complications. Cochlear implants do not replicate the sound heard by ""normal"" functioning ears and require occupational therapy to fully utilize their benefits.",0.608,0.639,0.623
157,Describe two functions of the retina.,"When light rays from an object are focused on the retina an image of the object is formed and messages sent to the brain for interpretation. The cone photoreceptor cells in the retina detect different colours in bright light, especially in the central fovea (macula) position. The rod photoreceptor cells around the edges of the retina are sensitive to dim light but cannot detect colours so they are most useful for detecting movement at night or in a darkened room.","Based on the provided documents, the retina plays a crucial role in processing visual information by:

1. Detecting light and converting it into electrical signals through photoreceptors (rods and cones).
2. Sending these electrical signals to the optic nerve, which transmits them to the brain for interpretation.

These roles enable us to perceive and interpret the world around us.",0.584,0.598,0.591
158,Explain how the eye detects different colours.,"There are three types of cone cells, each with a photopsin pigment sensitive to different light wavelengths. They can distinguish between red, green and blue. Other colours are detected as a mix of stimulations and interpreted by the brain. If all three colour cones are equally stimulated, the brain knows from experience to see this as white.","The human eye detects and differentiates between various colors such as red, blue, and green through the process of color vision. The eyes have specialized cells called photoreceptors that are sensitive to different parts of the visible light spectrum. The brain then interprets these signals to perceive colors.",0.642,0.634,0.638
159,Discuss the value of having binocular vision.,"Binocular vision requires two eyes quite close together facing forwards, such as humans have. The brain can then learn to use the two different images to form single 3D pictures and determine distance and relative sizes of the objects being viewed. This is valuable for playing sports, driving a vehicle, walking on uneven ground, on stairs, determining the position of things when we reach for them and so on. Personal safety often depends on being able to accurately judge distance and dimensions. Having both eyes facing forward does restrict the field of view, so animals that need to be more aware of prey and predators around them may get more value from eyes placed to the side with monocular vision (e.g. mice, lizards and snakes).","The specific advantages of possessing binocular vision are not explicitly discussed in the provided documents. However, I can use my own knowledge to answer this question.

Binocular vision allows us to perceive and process visual information in a unique way that enhances our ability to judge distances, depths, and spatial relationships. This is because each eye receives a slightly different image of the same scene, and our brain combines these images to create a more accurate representation of the world around us. This combination of images provides depth cues, such as stereopsis, which helps us perceive distance and three-dimensional space more accurately.

In addition, binocular vision also allows for better tracking of moving objects and improved visual acuity. The simultaneous processing of information from both eyes enables our brain to make rapid and precise judgments about the location and movement of objects in our environment.

Overall, possessing binocular vision provides a significant advantage in terms of visual perception and spatial awareness, allowing us to navigate and interact with our environment more effectively.",0.604,0.581,0.592
160,"Arrange the following structures of the excretory system in order, from the largest in size to the smallest: nephron, glomerulus, kidney, renal capillary.","The largest is kidney, then nephron, glomerulus and renal capillary is the smallest structure","The excretory system, also known as the urinary system, consists of several components arranged from largest to smallest based on their size:

1. Collecting duct: a large tube that connects to the renal pelvis and ureter.
2. Loop of Henle: a loop-shaped structure in the nephron that dips into the medulla, allowing for reabsorption of salts and water.
3. Distal tubule: a tube attached to the ascending loop of Henle, responsible for active and passive transport of components filtered out from blood.
4. Proximal tubule: a tube attached to Bowman's capsule, responsible for active and passive transport of various components of filtrate from blood.
5. Bowman's capsule: a cup-shaped structure that collects filtrate exiting the glomerulus.
6. Glomerulus: a network of blood vessels surrounded by Bowman's capsule, creating regions of high blood pressure for filtration of blood.

These components work together to filter waste and excess substances from the blood, producing urine that is then transported out of the body through the collecting duct.",0.39,0.619,0.479
161,Name the two hormones responsible for regulating salt and water in the human kidney.,ADH (antidiuretic hormone)—responds to water level and aldosterone—responds to salt level.,"The two hormones that play a crucial role in controlling the levels of salt and water within the kidneys, ultimately influencing fluid balance and blood pressure in the human body are aldosterone and vasopressin (also known as antidiuretic hormone or ADH). These hormones work together to regulate electrolyte and water balance, with aldosterone helping to conserve sodium and vasopressin promoting water reabsorption in the kidneys.",0.513,0.712,0.596
162,Describe two examples of a kidney disorder,"An example answer is: Nephrosclerosis—nephrosclerosis is caused by hypertension (high blood pressure) which can lead to hardening of the blood vessels in the kidney and loss of glomerular filtration function. Polycystic kidney disease is a genetic condition that causes kidney malfunction and may eventually lead to kidney failure. The renal cortex and medulla regions in the kidney are overgrown with cysts preventing their normal functioning. Cysts are small sacs usually filled with fluid. OR any other kidney disease (e.g. glomerulonephritis [inflammation of kidney filters], diabetic nephropathy [kidney damage resulting from type 1 and type 2 diabetes], reflux nephropathy).","Two specific types of kidney disorders are:

* Glomerulonephritis: an inflammation of the glomerulus, which can cause damage to the kidneys and lead to symptoms such as nausea, vomiting, fatigue, changes in urine production, muscle twitching, and swelling of feet and hands.
* Kidney Stones: a condition where waste products crystallize into lumps, causing pain, blockages, and potentially leading to kidney failure if left untreated.",0.637,0.595,0.615
